ID,Age,Gender,Marital_Status,Job_Role,Experience_Years,Monthly_Salary_INR,Working_Hours_per_Week,Commute_Time_Hours,Remote_Work,Stress_Level,Health_Issues,Company_Size,Department,Sleep_Hours,Physical_Activity_Hours_per_Week,Mental_Health_Leave_Taken,Manager_Support_Level,Work_Pressure_Level,Annual_Leaves_Taken,Work_Life_Balance,Family_Support_Level,Job_Satisfaction,Performance_Rating,Team_Size,Training_Opportunities,Gender_Bias_Experienced,Discrimination_Experienced,Burnout_Symptoms,Location
11726,60,Non-Binary,Single,Support,40,155588.16,52,0.63,True,10,Mental,Medium,Admin,4.9,9.7,True,8,1,14,9,8,2,5,8,False,True,True,Yes,Metro
11727,19,Non-Binary,Single,Analyst,15,103896.55,69,0.43,True,6,None,Medium,Admin,8.9,9.7,True,0,1,14,0,6,10,2,92,True,True,True,No,Tier-1
11728,64,Male,Divorced,Sales,15,119771.36,39,2.9,True,7,Both,Large,Sales,8.3,3.9,False,9,5,2,4,7,8,0,57,True,True,True,Yes,Tier-2
11729,30,Non-Binary,Single,Manager,7,178634.92,66,1.01,True,6,Both,Large,HR,5.5,0.2,False,5,2,17,2,5,4,10,84,False,False,True,Yes,Metro
11730,33,Male,Married,Analyst,39,88587.68,84,2.41,True,6,Mental,Small,Sales,5.7,9.4,False,0,1,23,0,1,8,9,64,True,False,False,Occasional,Tier-2
11731,35,Non-Binary,Single,Sales,3,163748.13,50,2.11,False,9,Mental,Large,Admin,8.1,9.4,False,8,4,13,6,10,7,1,10,False,False,False,No,Tier-1
11732,24,Non-Binary,Widowed,Analyst,36,125000.46,70,2.64,True,8,None,Medium,Finance,7.5,5.0,True,6,6,22,10,7,8,8,50,True,True,True,Yes,Tier-3
11733,62,Male,Widowed,HR,9,155102.25,78,0.03,False,9,None,Medium,HR,4.8,2.3,False,2,0,13,1,1,6,0,10,False,True,True,Occasional,Tier-1
11734,53,Female,Divorced,Analyst,31,52177.6,52,0.28,True,2,Physical,Medium,Marketing,8.0,7.6,True,6,7,24,3,2,9,1,94,True,False,False,Yes,Tier-3
11735,58,Non-Binary,Divorced,Manager,6,148313.81,57,0.9,False,5,Mental,Small,Finance,5.7,2.5,False,0,7,29,10,8,3,7,39,True,True,True,Yes,Tier-2
11736,47,Non-Binary,Single,Support,16,85803.19,77,1.6,True,4,None,Medium,Admin,5.6,3.8,False,8,2,15,1,5,0,9,67,True,False,False,Occasional,Tier-1
11737,59,Female,Single,Analyst,15,85350.89,41,0.86,False,10,Physical,Small,Marketing,5.3,5.2,True,8,0,27,10,3,10,3,51,False,True,False,Yes,Metro
11738,58,Non-Binary,Widowed,Manager,34,107051.66,66,1.36,False,7,Both,Large,Finance,6.8,7.2,True,8,2,28,6,4,6,0,25,True,True,False,Occasional,Tier-3
11739,24,Female,Single,Developer,10,108349.23,54,1.74,False,10,Both,Large,Finance,5.7,6.4,False,3,8,14,7,9,0,5,7,True,False,True,Yes,Tier-2
11740,32,Female,Single,Manager,40,116587.07,61,2.18,False,9,Mental,Small,Admin,5.5,4.6,False,3,3,0,6,10,8,0,77,True,False,True,Yes,Metro
11741,57,Male,Married,Analyst,9,44124.98,56,0.25,False,6,None,Medium,Admin,7.3,6.9,False,8,7,15,3,6,2,5,42,True,True,True,No,Tier-2
11742,36,Female,Married,Developer,27,29647.22,58,1.22,True,0,Both,Medium,Finance,8.5,8.9,True,10,6,24,0,9,2,6,17,True,False,True,No,Metro
11743,60,Male,Divorced,Support,16,57583.12,35,0.68,True,2,None,Medium,Sales,5.3,3.3,True,2,0,13,7,0,8,1,61,False,False,True,Occasional,Tier-2
11744,54,Male,Single,Support,39,118979.99,79,1.68,True,8,None,Small,IT,8.4,10.0,True,3,0,12,9,5,5,9,47,False,False,False,No,Metro
11745,19,Male,Single,Developer,37,146141.75,55,1.44,False,0,Both,Medium,IT,5.6,0.7,False,2,4,16,6,3,0,0,39,False,True,False,No,Tier-3
11746,59,Non-Binary,Widowed,Developer,15,130768.94,70,0.69,True,9,Physical,Medium,Finance,5.1,2.0,True,2,0,11,4,6,10,4,99,True,True,False,No,Tier-1
11747,65,Non-Binary,Married,Developer,20,168234.47,44,1.0,False,3,Both,Medium,HR,6.3,9.5,False,8,5,26,5,6,7,3,57,True,True,True,Occasional,Tier-3
11748,30,Female,Single,Analyst,37,23525.1,77,2.88,True,3,Both,Small,HR,6.3,0.1,True,10,9,7,4,0,2,0,12,True,False,False,No,Tier-2
11749,57,Male,Married,Sales,17,128818.5,56,2.89,True,5,Both,Medium,Sales,6.7,2.5,False,1,6,12,10,9,1,6,19,False,True,False,No,Tier-3
11750,58,Non-Binary,Divorced,Manager,3,137690.29,37,1.42,False,5,None,Small,Sales,6.4,5.8,True,5,8,1,4,3,5,9,69,True,True,True,Occasional,Tier-2
11751,60,Non-Binary,Widowed,Sales,38,157084.06,41,2.14,False,9,Mental,Medium,Sales,6.1,2.3,True,2,7,19,1,9,0,0,51,False,True,False,Yes,Tier-1
11752,60,Female,Divorced,Sales,4,174462.06,41,1.05,True,2,Physical,Large,Finance,7.5,5.1,False,5,0,10,10,3,7,4,61,True,False,True,Occasional,Tier-3
11753,48,Non-Binary,Single,Manager,27,90679.17,69,0.99,False,9,Mental,Large,Sales,8.6,5.4,False,10,5,19,4,9,8,4,21,True,False,True,Yes,Tier-2
11754,33,Non-Binary,Single,HR,38,109104.62,85,1.18,True,4,Mental,Large,Finance,8.4,1.3,True,9,6,24,9,10,3,8,63,False,False,False,No,Tier-2
11755,59,Non-Binary,Single,Manager,36,23919.87,73,0.46,False,6,Mental,Small,IT,7.9,6.4,False,0,2,14,0,10,6,10,79,False,True,True,Occasional,Tier-1
11756,61,Non-Binary,Married,HR,19,55441.07,35,0.05,True,0,None,Large,Admin,6.4,1.8,True,8,9,26,8,10,10,7,43,True,True,False,Yes,Tier-3
11757,23,Non-Binary,Married,Manager,9,41574.38,68,1.78,False,6,Both,Medium,Finance,4.9,8.6,False,8,5,26,6,1,7,0,63,True,True,False,No,Tier-2
11758,45,Non-Binary,Divorced,Support,9,55922.42,49,2.07,True,9,Physical,Large,Admin,6.0,7.2,True,8,4,30,4,1,6,5,74,False,True,False,No,Tier-2
11759,49,Female,Married,Sales,17,198549.34,38,0.28,False,10,Both,Small,Marketing,5.6,7.4,False,0,3,9,7,7,1,2,90,True,False,False,Occasional,Tier-2
11760,61,Male,Single,Sales,0,181201.51,42,0.11,False,4,None,Small,HR,8.7,0.1,False,7,4,11,8,2,7,0,23,False,True,False,Yes,Tier-3
11761,27,Non-Binary,Divorced,Support,36,91320.67,59,0.86,True,3,None,Small,IT,5.6,3.9,False,7,0,1,7,0,2,8,77,True,False,False,Yes,Tier-2
11762,35,Male,Widowed,Manager,30,161299.57,55,2.91,True,1,None,Medium,Finance,6.1,8.8,True,0,7,19,2,3,8,6,97,True,False,False,No,Tier-2
11763,21,Female,Single,Developer,38,100770.57,64,2.02,True,10,Both,Small,Sales,4.9,0.6,False,6,7,5,2,1,2,3,59,True,True,False,Yes,Tier-1
11764,26,Female,Married,HR,17,143215.42,61,1.51,False,5,Physical,Small,Admin,4.7,4.8,True,4,9,23,6,4,0,1,25,True,True,False,No,Tier-3
11765,24,Male,Married,Developer,22,82325.15,48,1.37,False,2,Mental,Large,IT,6.8,5.4,True,0,8,29,10,2,3,6,63,False,True,False,Occasional,Metro
11766,25,Male,Single,HR,15,103723.46,74,1.42,True,10,None,Medium,HR,5.2,8.1,False,10,4,8,9,4,4,9,51,True,False,True,No,Tier-2
11767,60,Female,Single,Support,25,181745.6,51,0.15,False,10,Both,Small,Admin,6.0,0.5,True,3,9,17,10,10,9,3,33,False,False,True,Occasional,Tier-3
11768,24,Non-Binary,Divorced,Sales,34,147645.64,51,1.88,True,10,Physical,Large,HR,5.7,0.4,True,9,7,30,4,8,3,6,95,True,False,False,Yes,Metro
11769,58,Male,Widowed,HR,14,193640.33,37,1.24,False,2,None,Large,IT,8.7,4.2,True,0,10,10,3,1,7,6,26,False,False,True,No,Tier-3
11770,57,Male,Married,Sales,40,141951.55,47,1.27,True,9,Both,Medium,Sales,5.5,9.4,True,6,8,6,3,4,10,2,28,True,True,False,Occasional,Tier-1
11771,20,Non-Binary,Married,Manager,34,156694.77,82,2.98,False,0,Mental,Small,Sales,5.5,0.4,True,9,7,30,3,0,9,7,85,True,False,True,Occasional,Tier-2
11772,34,Male,Divorced,Support,13,154226.42,50,1.38,True,7,Both,Small,IT,7.5,1.6,False,4,1,29,10,8,5,1,11,True,True,False,Yes,Tier-2
11773,19,Non-Binary,Divorced,Manager,31,52457.3,67,1.47,False,10,None,Medium,Sales,7.5,6.2,True,10,3,26,1,6,1,0,7,False,False,True,Yes,Tier-1
11774,32,Female,Widowed,Analyst,40,26255.01,62,1.58,False,3,Mental,Large,HR,4.6,7.3,True,10,7,0,5,4,2,8,1,True,True,True,No,Metro
11775,63,Male,Widowed,Analyst,15,189138.18,44,1.27,False,6,Both,Medium,IT,5.7,9.4,True,1,4,8,6,6,2,7,85,True,False,True,No,Metro
11776,46,Non-Binary,Widowed,Manager,4,26478.6,49,0.51,False,2,None,Large,Sales,5.0,5.4,True,5,10,1,3,3,7,5,85,True,False,False,Occasional,Tier-1
11777,65,Non-Binary,Married,Analyst,29,64831.48,66,1.45,False,7,Physical,Small,Admin,8.2,0.9,False,8,10,14,4,8,10,6,16,True,False,True,No,Metro
11778,39,Female,Divorced,Support,15,191647.04,53,0.13,True,7,Both,Large,Admin,6.2,0.7,False,0,0,20,6,6,2,9,35,False,True,True,Occasional,Metro
11779,21,Male,Married,Manager,35,157710.72,65,1.51,False,10,Mental,Large,Marketing,6.0,7.0,True,0,7,4,6,8,2,6,27,True,False,True,No,Tier-2
11780,23,Non-Binary,Married,Developer,2,59902.57,78,1.93,False,0,Mental,Medium,Finance,7.6,3.2,True,8,8,7,3,7,0,0,42,False,True,False,Occasional,Tier-2
11781,55,Male,Divorced,Sales,31,127023.99,74,0.57,False,6,Mental,Medium,Sales,7.6,5.3,True,10,0,23,2,7,5,2,13,False,True,True,Yes,Tier-1
11782,43,Non-Binary,Widowed,Manager,0,102250.21,68,0.65,False,10,Physical,Small,Finance,8.2,8.1,True,8,8,15,9,7,10,4,99,True,False,False,Occasional,Tier-3
11783,28,Male,Divorced,Analyst,19,75049.87,82,1.4,False,5,None,Small,IT,4.6,9.4,False,0,0,9,4,1,5,6,17,True,True,False,No,Metro
11784,43,Male,Divorced,Support,32,26817.29,66,0.32,False,1,Mental,Medium,HR,7.6,6.6,True,1,9,16,3,8,10,4,56,False,True,True,No,Tier-2
11785,34,Non-Binary,Married,Analyst,30,57271.41,88,2.31,True,7,Both,Medium,Admin,6.0,2.8,True,1,8,8,0,2,7,7,54,True,True,False,Yes,Tier-3
11786,41,Non-Binary,Divorced,Analyst,19,100659.68,72,2.23,True,10,Both,Medium,IT,5.6,2.5,True,8,9,27,0,4,3,1,18,True,False,True,No,Tier-1
11787,45,Male,Married,Developer,6,155530.41,65,2.52,False,7,Both,Large,Finance,6.2,2.9,True,8,9,25,5,6,9,1,5,False,False,False,Occasional,Metro
11788,52,Male,Widowed,Support,20,90939.63,61,1.78,False,2,None,Medium,Marketing,8.5,2.2,False,10,4,5,4,5,5,8,48,False,False,False,Yes,Tier-3
11789,48,Female,Widowed,Developer,39,33964.92,68,2.64,True,2,Both,Large,Finance,8.4,8.1,False,10,10,25,0,5,6,10,22,True,False,False,Yes,Tier-3
11790,30,Non-Binary,Single,Support,6,54467.12,88,1.05,True,4,Physical,Small,Sales,6.9,5.6,True,10,4,22,9,10,3,2,25,True,False,False,No,Tier-2
11791,52,Male,Divorced,Developer,38,156211.03,67,2.85,True,2,None,Medium,Admin,8.7,6.7,False,4,6,30,9,1,9,10,97,True,True,True,Yes,Tier-2
11792,33,Male,Widowed,Manager,28,194494.52,60,0.99,False,8,None,Large,IT,4.1,4.8,True,10,4,10,10,7,3,1,96,False,True,True,Occasional,Tier-1
11793,32,Non-Binary,Married,Sales,17,72554.68,45,1.83,False,10,Both,Medium,Sales,5.9,3.6,False,6,3,12,6,2,0,1,96,False,True,False,Yes,Tier-1
11794,60,Male,Married,Developer,14,128997.33,48,0.91,False,9,Both,Small,Admin,4.6,0.6,True,4,10,10,7,7,6,10,18,True,True,True,Occasional,Tier-2
11795,35,Male,Married,Analyst,22,142544.38,54,2.5,True,4,None,Large,Sales,4.1,5.8,True,9,5,3,5,1,8,2,76,False,False,True,Occasional,Tier-3
11796,64,Female,Widowed,Analyst,18,35718.61,71,1.75,False,8,Mental,Small,Finance,4.4,6.4,True,5,0,17,10,5,1,1,40,False,True,True,Occasional,Tier-1
11797,54,Female,Divorced,Developer,14,192312.6,81,2.69,True,8,None,Small,Finance,6.0,8.3,False,10,4,4,5,10,8,9,68,False,True,False,Yes,Tier-1
11798,65,Non-Binary,Divorced,Support,17,126348.29,66,2.09,True,2,None,Large,Marketing,4.4,2.3,False,3,6,15,3,2,7,1,24,False,True,False,Occasional,Tier-1
11799,65,Non-Binary,Widowed,Sales,6,117057.13,56,0.8,False,1,Both,Small,Admin,7.0,1.5,False,10,10,19,9,3,0,4,29,False,False,False,Occasional,Metro
11800,58,Non-Binary,Widowed,Sales,34,117419.1,69,1.57,True,6,Both,Small,HR,5.0,4.8,True,3,0,7,5,7,2,0,38,True,True,True,No,Tier-2
11801,44,Female,Single,Support,17,27832.77,73,1.53,False,1,Physical,Small,Finance,7.7,6.1,False,4,7,5,3,7,8,7,36,False,True,True,Yes,Tier-2
11802,52,Female,Divorced,Sales,37,124691.72,35,0.19,True,9,Physical,Small,Marketing,8.5,8.4,False,5,3,0,0,0,2,5,20,True,True,False,No,Metro
11803,62,Female,Single,Support,15,38843.32,47,2.42,False,0,Mental,Medium,HR,8.0,0.8,True,9,9,14,0,3,6,4,39,True,False,True,No,Tier-1
11804,52,Male,Single,Analyst,24,97366.81,82,2.56,True,6,Both,Small,Finance,5.3,5.8,True,4,5,30,0,7,1,1,62,False,False,True,No,Tier-3
11805,45,Female,Single,Manager,26,36048.41,35,2.96,False,4,Mental,Medium,HR,5.7,7.3,True,2,1,3,2,2,1,8,20,True,False,False,Occasional,Tier-2
11806,56,Female,Single,HR,22,59904.3,70,2.62,True,8,Mental,Small,Finance,4.6,7.7,False,5,1,17,3,7,3,0,37,False,True,True,Yes,Tier-2
11807,55,Non-Binary,Divorced,Developer,17,91746.9,35,1.57,False,6,None,Small,HR,7.1,9.6,True,0,5,14,2,1,3,8,48,True,False,False,Yes,Metro
11808,26,Female,Single,Developer,12,72751.23,90,1.42,True,0,Both,Small,Marketing,4.4,8.9,False,4,10,22,0,0,7,3,37,True,False,True,Occasional,Tier-2
11809,29,Female,Divorced,HR,2,123338.93,49,1.6,False,5,None,Medium,Marketing,7.1,4.7,True,3,5,6,1,8,0,1,87,True,True,True,Occasional,Metro
11810,32,Male,Widowed,HR,28,109506.3,67,0.4,True,2,Both,Small,Marketing,5.2,1.5,True,6,5,4,5,7,5,2,81,False,True,True,Occasional,Tier-2
11811,38,Female,Divorced,Analyst,10,36146.46,61,1.62,False,8,Both,Large,IT,9.0,6.0,False,0,6,8,8,1,4,4,3,True,False,True,Occasional,Tier-1
11812,52,Non-Binary,Widowed,Analyst,29,153488.7,76,0.34,False,5,Physical,Medium,Marketing,6.8,7.5,False,1,6,24,0,3,6,9,53,False,True,True,No,Tier-2
11813,59,Male,Divorced,Developer,1,98855.15,56,1.82,True,0,Both,Small,Finance,8.3,1.4,True,4,9,1,9,9,3,6,92,False,False,False,No,Tier-1
11814,50,Female,Divorced,Support,23,109898.46,75,1.97,False,10,Physical,Small,Marketing,4.1,5.3,False,6,3,25,7,6,6,9,4,False,True,False,Occasional,Tier-1
11815,36,Female,Divorced,Manager,37,179812.02,69,2.63,False,4,Mental,Large,Marketing,8.6,0.5,False,6,4,26,9,1,7,4,48,True,True,False,Yes,Metro
11816,40,Female,Married,Support,4,48103.15,70,0.97,True,10,Both,Large,Marketing,8.9,6.9,True,0,1,30,7,6,0,2,44,False,True,False,Yes,Tier-2
11817,30,Male,Divorced,Developer,25,74666.4,39,1.34,True,7,Physical,Small,Admin,6.0,6.7,False,5,2,9,6,0,9,7,8,True,False,True,No,Tier-1
11818,61,Male,Widowed,Developer,12,122984.35,36,0.17,True,7,Physical,Medium,HR,8.2,0.4,False,2,10,11,2,2,10,8,40,False,False,False,No,Tier-1
11819,18,Female,Divorced,Developer,17,95035.16,54,1.79,False,1,Both,Medium,HR,5.7,9.3,True,4,8,28,10,2,6,5,55,True,True,True,No,Metro
11820,46,Non-Binary,Single,Analyst,15,109961.44,53,0.98,True,0,Physical,Small,IT,5.4,4.9,True,4,6,23,4,4,10,8,49,True,True,True,Yes,Tier-1
11821,41,Female,Widowed,Developer,27,31357.31,63,0.48,False,7,Mental,Large,Sales,5.5,4.4,False,9,8,4,3,1,8,8,32,True,False,True,No,Tier-1
11822,33,Male,Single,Manager,13,158758.01,46,2.08,True,7,None,Large,HR,8.8,5.8,True,9,0,23,10,2,5,8,41,False,True,True,Occasional,Tier-3
11823,42,Male,Widowed,Manager,1,68406.95,42,2.81,True,5,Physical,Large,Marketing,8.2,7.9,False,9,0,12,5,7,6,2,33,True,True,False,Occasional,Tier-1
11824,40,Male,Single,Manager,5,190259.16,61,2.36,False,9,Mental,Small,IT,6.3,1.5,False,6,0,10,7,6,0,2,6,True,True,False,Occasional,Tier-3
11825,45,Non-Binary,Widowed,Developer,4,148001.61,81,1.27,True,0,Both,Small,Marketing,5.4,1.9,True,5,4,3,8,8,2,8,91,False,False,True,Yes,Tier-1
11826,64,Female,Single,HR,14,28589.73,53,2.24,True,4,Both,Small,Sales,4.7,9.1,False,7,2,25,10,8,4,1,13,True,True,False,Occasional,Tier-2
11827,33,Female,Single,Developer,17,45775.35,40,0.68,False,10,Mental,Small,Admin,4.2,9.0,True,9,8,6,9,1,5,5,16,True,True,True,No,Metro
11828,60,Male,Widowed,HR,32,92891.82,49,2.19,True,0,Physical,Medium,Admin,8.3,4.1,False,5,7,28,0,1,3,7,35,True,True,False,Occasional,Tier-2
11829,55,Female,Widowed,Developer,34,107505.96,35,1.97,False,7,Physical,Large,Admin,5.6,6.2,False,4,7,12,3,5,2,4,88,True,False,True,Yes,Tier-3
11830,28,Non-Binary,Widowed,Manager,24,24027.44,57,0.07,False,8,Mental,Large,IT,6.9,7.4,True,5,4,29,10,3,4,9,93,False,True,True,Occasional,Tier-1
11831,20,Non-Binary,Single,HR,39,105389.78,63,2.96,False,4,Mental,Large,Sales,8.1,7.5,True,4,1,26,6,10,8,1,75,False,True,False,Occasional,Tier-2
11832,32,Female,Divorced,Manager,25,120391.47,81,2.75,True,4,Both,Medium,IT,4.2,5.4,False,8,7,9,2,6,10,9,80,False,True,True,Yes,Metro
11833,18,Female,Widowed,Developer,21,193973.14,66,2.1,True,0,None,Small,Sales,7.8,0.1,True,10,1,27,10,7,1,2,92,False,False,False,Occasional,Tier-3
11834,24,Female,Widowed,Analyst,35,31953.3,66,0.11,False,5,Mental,Small,Admin,8.4,1.5,False,3,4,24,8,10,5,8,47,False,False,False,Yes,Tier-2
11835,18,Female,Divorced,HR,10,77568.56,76,2.44,True,9,None,Medium,Finance,4.9,1.0,True,10,6,25,5,1,1,5,2,True,True,False,No,Tier-1
11836,49,Female,Single,Developer,10,36682.35,40,1.21,True,5,Mental,Medium,Marketing,5.5,1.0,False,7,3,12,3,1,2,5,75,False,False,False,Occasional,Metro
11837,26,Female,Married,Manager,38,189803.35,83,0.3,True,0,Mental,Large,HR,7.6,9.1,True,0,5,8,10,10,3,10,82,False,False,False,Yes,Tier-3
11838,46,Male,Married,Sales,20,107303.17,82,1.38,True,0,Mental,Medium,Finance,5.1,2.2,True,10,1,21,1,8,4,1,1,True,True,True,No,Metro
11839,43,Male,Divorced,Support,24,199900.05,61,0.65,False,6,Physical,Large,Admin,4.7,6.3,False,9,4,0,5,6,2,9,15,True,False,True,Yes,Tier-2
11840,40,Male,Divorced,Analyst,25,164755.45,53,2.05,False,2,Both,Small,IT,6.4,5.4,False,3,5,1,5,2,10,4,49,True,True,True,Occasional,Tier-2
11841,62,Non-Binary,Married,Sales,27,41763.72,61,1.81,True,3,None,Medium,Finance,8.5,9.3,False,3,2,30,7,0,8,4,60,False,False,True,No,Metro
11842,60,Non-Binary,Married,Support,12,20385.51,81,2.4,False,7,Physical,Large,IT,6.3,0.2,False,8,10,17,0,0,0,5,83,True,True,False,Yes,Tier-2
11843,46,Non-Binary,Single,Sales,22,108863.4,60,0.97,True,9,Mental,Small,Marketing,8.9,1.2,False,10,10,3,7,10,4,0,63,False,False,False,Yes,Tier-2
11844,55,Non-Binary,Married,Analyst,17,48422.9,83,0.99,True,10,Mental,Large,IT,8.1,6.0,False,0,0,9,9,6,0,5,48,True,False,False,Occasional,Metro
11845,50,Male,Single,Manager,31,47428.62,88,0.34,True,5,None,Large,Admin,7.4,2.9,False,3,6,16,4,8,3,4,23,True,True,True,No,Tier-3
11846,24,Female,Widowed,Sales,24,142696.03,82,0.54,True,8,Mental,Large,Sales,6.3,2.2,False,0,0,18,2,5,10,6,1,True,True,True,Occasional,Tier-2
11847,29,Female,Divorced,Sales,30,119646.32,65,1.34,False,8,None,Small,Finance,4.1,5.6,False,3,7,27,10,8,8,3,6,False,False,False,Yes,Metro
11848,48,Female,Widowed,Developer,11,174825.52,39,1.76,True,8,Physical,Medium,Admin,6.6,3.1,True,10,1,25,10,6,3,7,21,True,False,True,Yes,Tier-1
11849,49,Non-Binary,Divorced,Analyst,4,68988.49,58,2.35,True,0,Both,Small,Sales,7.5,1.9,True,10,4,7,8,8,9,0,11,True,True,True,Occasional,Tier-3
11850,37,Male,Widowed,Support,12,184802.91,65,2.89,True,8,None,Medium,Marketing,4.6,8.4,True,10,8,6,2,2,6,3,37,False,False,True,Occasional,Tier-2
11851,34,Female,Single,HR,24,36172.87,68,1.23,False,0,Physical,Small,Admin,5.5,6.1,False,1,6,14,6,10,8,9,69,True,True,True,Occasional,Metro
11852,53,Non-Binary,Divorced,Sales,38,66000.71,66,2.3,False,9,Both,Medium,HR,4.7,8.9,True,0,10,26,6,0,0,7,85,False,False,True,No,Tier-3
11853,20,Non-Binary,Widowed,Developer,8,171723.69,73,0.01,True,6,Physical,Medium,Sales,8.8,2.8,True,7,7,27,8,9,10,10,30,False,False,False,No,Tier-2
11854,18,Non-Binary,Divorced,Analyst,40,87910.29,61,2.13,False,4,None,Medium,Finance,5.6,0.4,False,8,1,9,6,4,4,6,81,True,False,False,No,Metro
11855,44,Female,Single,Support,38,101522.35,79,0.86,True,5,Both,Small,Admin,4.4,3.8,False,8,4,8,7,0,8,6,50,True,True,False,Occasional,Metro
11856,64,Male,Married,Support,37,191354.35,45,2.33,True,2,Both,Medium,Sales,7.9,1.8,True,8,6,18,10,7,2,3,66,False,True,False,Yes,Tier-2
11857,57,Female,Widowed,HR,3,153657.94,73,1.24,True,0,Mental,Small,IT,4.8,8.6,True,2,5,19,1,2,2,1,20,False,True,True,Occasional,Metro
11858,50,Male,Divorced,HR,25,151791.41,73,1.95,True,9,Mental,Large,Admin,7.2,6.5,False,1,10,12,1,1,5,7,19,True,False,True,No,Tier-2
11859,37,Male,Married,Sales,15,108812.69,51,1.19,True,10,Physical,Large,Finance,4.0,1.6,True,7,6,22,5,10,2,6,80,True,True,False,Yes,Metro
11860,31,Female,Married,Manager,26,198087.74,52,0.97,False,1,Physical,Medium,Marketing,4.4,4.6,True,8,4,13,7,8,2,0,88,False,False,False,Yes,Tier-1
11861,53,Female,Divorced,Analyst,39,53685.97,52,1.96,True,0,Both,Small,Admin,7.3,0.6,False,2,1,8,2,7,7,4,61,False,True,True,Yes,Tier-3
11862,22,Non-Binary,Married,Developer,3,139876.41,49,2.71,True,5,Physical,Small,Admin,4.2,7.4,False,7,10,23,9,7,8,6,82,False,True,True,Occasional,Tier-3
11863,40,Non-Binary,Divorced,Analyst,28,161622.96,62,2.49,False,0,Both,Medium,IT,8.1,5.5,True,6,4,7,10,9,1,2,74,True,True,True,Occasional,Tier-2
11864,62,Female,Divorced,Developer,7,27015.37,47,2.67,False,3,Both,Small,Marketing,5.4,1.8,False,3,6,24,7,4,7,8,4,False,False,False,No,Metro
11865,32,Female,Single,Sales,17,89046.44,69,0.5,True,2,None,Large,IT,8.7,9.9,False,2,0,6,3,6,7,3,3,False,True,False,Occasional,Tier-3
11866,23,Male,Divorced,Analyst,32,198338.14,82,1.16,False,4,Mental,Medium,Marketing,6.6,1.5,False,8,5,14,7,0,8,2,71,False,True,False,No,Tier-1
11867,50,Male,Widowed,Sales,30,44864.67,36,0.57,False,10,None,Small,Finance,7.0,4.4,True,2,1,7,2,2,7,8,14,False,False,False,Occasional,Tier-2
11868,36,Non-Binary,Single,Manager,39,128495.9,87,0.89,False,4,Mental,Small,Admin,4.6,6.2,True,9,2,29,3,7,10,8,81,False,True,True,Yes,Metro
11869,30,Male,Single,Developer,23,46034.94,42,1.55,True,2,Mental,Large,Finance,8.9,8.1,False,0,3,12,0,7,3,7,93,False,True,False,No,Metro
11870,46,Female,Single,Manager,38,106772.26,51,0.19,True,1,Mental,Medium,IT,6.7,6.9,False,0,8,24,1,10,1,4,74,False,False,True,Occasional,Metro
11871,23,Male,Single,Developer,37,190651.18,43,2.85,False,4,Both,Small,IT,8.9,0.3,False,9,2,3,4,4,4,1,76,False,False,True,Occasional,Tier-3
11872,32,Male,Widowed,Support,35,166982.88,71,1.63,False,2,None,Small,Admin,7.4,1.8,False,4,4,27,7,0,10,9,76,False,False,True,Yes,Tier-3
11873,33,Male,Widowed,Manager,3,194042.97,79,0.95,True,5,Both,Large,IT,7.6,5.3,False,6,1,2,0,7,0,0,63,False,False,False,Yes,Tier-3
11874,41,Female,Single,Analyst,31,43368.1,83,1.87,True,4,None,Medium,IT,7.4,8.9,True,10,7,6,1,7,9,9,42,True,False,False,No,Tier-1
11875,40,Non-Binary,Married,Support,31,94559.36,85,2.73,True,5,Both,Medium,Marketing,5.1,3.8,True,4,1,10,1,7,3,2,83,True,False,True,Occasional,Tier-1
11876,65,Male,Widowed,Developer,24,118941.23,70,0.77,False,5,Physical,Small,Finance,6.1,0.7,False,9,3,29,3,3,9,6,60,True,False,False,No,Tier-3
11877,27,Female,Widowed,Sales,19,73254.16,67,0.76,False,10,Mental,Large,Sales,8.2,7.7,True,10,3,18,4,7,7,10,72,True,False,False,Yes,Tier-2
11878,58,Male,Single,Developer,23,133309.74,54,0.69,False,3,None,Medium,HR,5.6,3.1,True,5,9,3,0,6,9,10,91,False,False,True,Occasional,Tier-2
11879,58,Male,Widowed,HR,20,109774.73,87,0.64,True,10,Physical,Small,IT,5.2,3.9,True,7,9,28,10,2,0,3,59,False,True,True,No,Metro
11880,34,Female,Single,Developer,15,45051.1,76,2.73,True,6,Both,Medium,IT,7.8,2.0,True,10,1,28,10,5,9,8,59,True,False,False,Occasional,Metro
11881,61,Male,Married,Developer,28,53823.57,42,2.96,False,5,Both,Medium,Finance,8.4,1.0,False,9,6,2,9,5,4,3,68,True,False,False,Yes,Metro
11882,62,Female,Single,Support,10,127643.42,66,0.76,True,4,Both,Small,Admin,4.6,6.9,True,1,5,18,10,1,4,3,9,True,True,False,No,Tier-1
11883,47,Non-Binary,Married,HR,8,57970.72,41,1.01,True,5,None,Large,Finance,6.9,8.4,False,2,3,19,6,6,0,5,69,True,True,True,Yes,Metro
11884,61,Male,Widowed,Manager,16,149398.55,86,2.97,False,9,Physical,Large,Sales,8.1,7.8,True,7,4,2,0,0,0,4,43,False,True,True,No,Tier-1
11885,63,Female,Married,Manager,37,37626.24,67,0.84,False,3,Physical,Large,Finance,7.8,5.8,True,5,9,4,3,5,0,4,6,True,False,False,No,Tier-3
